Mean,Standard_Deviation, Entropy,RMS,Variance,Smoothness,Kurtosis,Skewness,IDM,ACTIVITY
8094.157143,18631.52559,0.863120569,19054.09642,347133745.7,0.999982351,4.487642179,1.744358846,34464.52896,0
4364.38,8723.970072,0.863120569,9180.574308,76107653.82,0.999967269,3.922050756,1.560703513,19318.46226,0
2891.8,5601.618892,0.591672779,5937.849008,31378134.21,0.999950602,3.234261327,1.317550427,13557.98024,4
10342.04286,22431.90789,0.591672779,23200.51693,503190491.5,0.999986187,4.646465856,1.826210548,42421.79124,5
13828.82857,31504.40612,0.591672779,32279.62898,992527605.3,0.99998967,5.006519304,1.972202093,52525.86457,3
72045.57143,177832.1529,0.591672779,179713.8989,31624274619,0.999998017,5.126836123,2.023167279,260236.339,3
5514.745714,11637.8267,0.591672779,12103.84239,135439010.4,0.999974096,4.176615511,1.637392949,23968.55827,5
11645.98143,26564.15107,0.591672779,27211.67532,705654122.2,0.999987734,4.748184269,1.861036111,47309.1109,5
2551.534286,4983.877957,0.591672779,5272.658958,24839039.49,0.999944014,2.829182037,1.158743008,12432.3156,2
354.7842714,1060.832506,0.591672779,1044.256181,1125365.607,0.999597503,4.927894823,1.915004285,2678.641542,4
10262.37143,23006.95647,0.591672779,23643.58611,529320046.2,0.99998608,4.590788579,1.79769324,42867.8106,4
6846.75,14482.67185,0.863120569,15055.29144,209747784,0.999979135,4.51401358,1.779420574,28670.3595,0
11322.5,25777.22371,0.863120569,26414.78108,664465262.1,0.999987383,4.545655628,1.780361284,48237.04344,0
13151.35714,30005.81273,0.591672779,30735.74036,900348797.6,0.999989138,4.829584625,1.896163808,52499.62349,4
5286.547143,11260.41598,0.591672779,11688.91339,126796968.1,0.999972978,4.095208748,1.603389499,23313.62701,5
45660.92857,112520.4102,0.863120569,113741.2471,12660842720,0.999996871,5.100725383,2.011214825,167431.495,0
2020.33,4212.055436,0.863120569,4391.885361,17741411,0.999929295,2.323395838,0.906220541,10630.98964,0
1338.058571,2433.262461,0.591672779,2620.179994,5920766.206,0.999893247,2.075647224,0.948017722,7411.608421,2
11630.17857,26544.95793,0.591672779,27188.85309,704634791.6,0.999987717,4.772158896,1.871108684,46993.1169,5
6183.072857,13628.50916,0.863120569,14051.08181,185736261.8,0.999976896,4.466643536,1.746752992,26153.85027,0
9013.551429,19948.89742,0.591672779,20551.1898,397958508.2,0.999984151,4.59886984,1.802460643,37417.55279,5
5145.571429,10770.42675,0.591672779,11220.84089,116002092.4,0.999972238,4.123588205,1.621228244,22513.41355,3
1009.868571,2166.329775,0.591672779,2245.527297,4692984.693,0.999858559,2.708582315,1.038524917,6268.547669,4
3359.144286,7368.077365,0.591672779,7603.742844,54288564.05,0.999957474,2.92084237,1.104463372,16982.42943,1
3177.372857,6593.268057,0.863120569,6881.621382,43471183.67,0.999955041,2.804180763,1.104453308,15901.65525,0
2712.258571,5190.207007,0.591672779,5517.814248,26938248.78,0.999947332,2.992914043,1.231489505,12916.51127,5
42380.37143,103555.7974,0.591672779,104823.3141,10723803182,0.999996629,5.056167723,1.991521994,159952.3996,3
12878.98714,29957.12054,0.591672779,30579.2941,897429071.1,0.999988908,4.741687747,1.855288047,52595.87133,4
2178.525714,4651.197463,0.591672779,4825.877375,21633637.84,0.999934429,1.964117332,0.744356359,12219.79145,4
1583.704286,2996.574632,0.863120569,3194.495087,8979459.525,0.999909804,1.888095543,0.86362,8602.589729,0
4332.262857,8861.546645,0.863120569,9277.788867,78527008.94,0.999967026,3.948164975,1.559161034,19200.36172,0
6090.998571,13521.00939,0.591672779,13921.24796,182817694.8,0.999976547,4.246936873,1.653020748,26684.69986,4
795.9985714,1785.930153,0.591672779,1835.077855,3189546.51,0.999820563,2.906479075,1.087752972,5096.672678,2
2674.547143,5030.138609,0.863120569,5370.370877,25302294.42,0.999946589,2.602351111,1.100254937,13106.39787,0
6291.178571,13974.92553,0.591672779,14386.71886,195298543.6,0.999977293,4.298208173,1.675510379,27402.79586,4
799.0357143,1784.238404,0.591672779,1834.987217,3183506.683,0.999821245,2.905390901,1.091948501,5103.094678,2
1093.96,2255.322456,0.591672779,2357.241598,5086479.382,0.99986943,1.920117333,0.744163583,6294.113352,5
43360.92,104674.6013,0.591672779,106168.2079,10956772162,0.999996705,5.078310331,2.001825392,161650.1218,5
2660.611429,4894.341201,0.591672779,5254.650009,23954575.8,0.99994631,1.895393197,0.879891874,14183.24683,3
1282.188571,2850.780879,0.863120569,2934.274368,8126951.622,0.999888596,2.045562622,0.709784696,7801.939005,0
2342.1,4247.804214,0.591672779,4577.289758,18043840.64,0.999939008,2.118285132,0.969546301,11930.81129,5
754.1242857,1679.89726,0.591672779,1728.469715,2822054.804,0.999810601,2.675471057,0.992651086,4774.168678,2
5217.107143,11057.56926,0.591672779,11490.03591,122269837.9,0.999972618,4.069251872,1.594130485,23037.32798,4
10010.82429,22701.05383,0.591672779,23279.49217,515337844.9,0.99998573,4.472781151,1.744367888,42736.64385,2
10113.25714,21484.52152,0.591672779,22314.1652,461584664.9,0.999985874,4.70653513,1.852800558,40773.61422,4
4866.665714,10055.60555,0.591672779,10504.98021,101115203,0.999970647,4.115633297,1.624444246,21274.52909,3
5042.985714,10274.43077,0.591672779,10766.38619,105563927.7,0.999971673,3.984942846,1.579272819,22312.71909,3
26265.04286,63942.1603,0.863120569,64763.93013,4088599864,0.999994561,5.048993415,1.987657322,98247.98733,0
1570.171429,3136.919167,0.591672779,3301.507001,9840261.86,0.999909026,2.102173131,0.895921401,9169.746882,2
5136.85,10443.59872,0.591672779,10948.73196,109068754.1,0.999972191,4.165147512,1.649121227,22235.51909,3
4001.894286,8723.794124,0.863120569,9013.748297,76104583.91,0.999964304,3.605430837,1.400534212,18886.7609,0
8010.817143,17778.55626,0.591672779,18305.63815,316077062.8,0.999982167,4.22669263,1.648118008,35301.51314,3
13036.94286,29814.90924,0.591672779,30527.05131,888928813.3,0.999989042,4.864074205,1.910611262,51603.39647,3
18190.82857,42787.25189,0.591672779,43590.36141,1830748924,0.999992147,5.032798956,1.9820135,68507.65846,3
3064.334286,5901.658374,0.591672779,6264.508208,34829571.56,0.999953383,2.817372743,1.166526049,14885.89929,3
26976.92857,66258.88129,0.863120569,67013.55815,4390239350,0.999994704,4.989145271,1.960270759,104029.6864,0
22499.95571,53677.93843,0.591672779,54552.28487,2881321074,0.999993651,5.042020954,1.985425865,84459.25827,3
2628.792857,5161.281283,0.591672779,5453.790426,26638824.48,0.99994566,2.90943514,1.186875647,12747.86063,3
4973.227143,10275.15665,0.591672779,10734.4837,105578844.1,0.999971276,3.72860233,1.472821972,22704.79448,4
2058.877143,4521.221697,0.591672779,4664.784475,20441445.63,0.999930619,2.02377145,0.727618094,11565.88939,2
1498.287143,3212.376338,0.591672779,3330.169901,10319361.74,0.999904662,2.803989972,1.106990907,9372.186547,4
1064.43,2699.462477,0.591672779,2716.448958,7287097.667,0.999865808,2.111816023,0.562576498,6948.760936,4
29112.85714,71664.90757,0.863120569,72454.97421,5135858977,0.999995093,5.077801213,2.000439771,107353.7652,0
12429.64286,27590.41538,0.591672779,28407.38906,761231020.6,0.999988507,4.883551326,1.920933181,48558.68947,1
10048.05714,22725.06291,0.591672779,23315.58361,516428484.5,0.999985783,4.606875872,1.802330146,41900.98357,3
1708.488571,3479.92109,0.591672779,3646.752707,12109850.8,0.999916391,2.168774932,0.865385789,9059.265624,2
5859.895714,12310.51246,0.591672779,12815.50928,151548717,0.999975622,4.121063923,1.616160552,25602.01813,4
1854.292857,4618.087923,0.863120569,4660.307016,21326736.07,0.999922965,1.946111458,0.537090726,11542.15498,0
17908.24286,41776.51564,0.591672779,42622.2606,1745277259,0.999992023,5.05071435,1.990107233,66793.63143,2
6834.271429,14339.5644,0.591672779,14931.69929,205623107.3,0.999979097,4.301657354,1.692639392,29270.96819,3
2260.971429,4656.292831,0.591672779,4867.829088,21681062.93,0.99993682,1.928669374,0.776987764,12577.14327,2
2299.3,4246.965531,0.591672779,4554.868052,18036716.22,0.999937873,1.945291839,0.897345613,12119.64129,5
9775.571429,22636.12771,0.863120569,23124.81117,512394277.6,0.999985387,4.558764209,1.776974606,41360.26018,0
14221.71429,33396.42685,0.863120569,34033.0261,1115321326,0.999989955,4.892890987,1.920294105,56053.11855,0
40440.77143,95430.90445,0.591672779,97167.40863,9107057524,0.999996468,5.049223184,1.989837411,152692.1502,4
13046.68571,30798.65763,0.863120569,31357.05874,948557312,0.99998905,4.826393349,1.891091925,52510.30362,0
12744.08571,30040.85913,0.591672779,30593.18633,902453217.3,0.99998879,4.898200643,1.922132691,50149.19647,3
1434.175714,3130.833617,0.591672779,3233.98769,9802119.136,0.999900401,2.146037067,0.789319459,8748.316864,2
49111.45714,121942.5008,0.863120569,123116.3141,14869973508,0.999997091,5.093910831,2.007946827,181198.476,0
641.3885714,1575.213897,0.591672779,1593.175088,2481298.82,0.999777319,3.493929614,1.258311357,4357.669262,2
2455.002857,5200.011801,0.591672779,5404.0991,27040122.73,0.999941813,2.104211613,0.804635691,13382.29642,4
2124.901429,4510.804822,0.591672779,4685.701707,20347360.15,0.999932775,1.934651063,0.735718714,11963.04645,4
1029.64,2077.360543,0.863120569,2181.535195,4315426.824,0.999861274,2.141698163,0.875891025,6036.316566,0
777.4357143,1790.293606,0.591672779,1830.759062,3205151.195,0.999816279,3.099418466,1.146155774,5070.260579,3
1282.271429,3202.377598,0.863120569,3230.233822,10255222.28,0.999888603,2.397757452,0.738908766,8523.59095,0
6266.842857,13165.71322,0.591672779,13705.7301,173336004.7,0.999977205,3.993565198,1.573396349,27997.82645,2
42839.9,103620.5977,0.591672779,105064.7208,10737228273,0.999996665,5.072522758,1.999351456,160658.6232,3
3189.124286,6574.940482,0.863120569,6872.020393,43229842.34,0.999955207,3.172810518,1.26151823,15409.28267,0
1419.527143,3119.529401,0.591672779,3218.122418,9731463.686,0.999899373,1.987176631,0.738921415,8579.496882,2
12771.70286,29198.10367,0.591672779,29897.42059,852529257.8,0.999988815,4.79357034,1.881247709,51553.84387,4
11394.42857,25727.42671,0.863120569,26404.09581,661900485.3,0.999987463,4.767483988,1.872375218,46228.6448,0
4276.8,8404.961948,0.863120569,8879.329445,70643385.35,0.999966598,3.068142969,1.270213727,20661.1629,0
13885.22857,31182.63467,0.591672779,32035.1085,972356704.7,0.999989712,4.914920631,1.934398767,54206.41457,3
6484.871429,13253.36191,0.591672779,13878.47518,175651601.8,0.999977971,4.036012697,1.600291829,28611.22645,2
11333.85714,25086.82921,0.591672779,25843.72879,629348999.8,0.999987396,4.702602787,1.84997578,46614.51524,3
13169.87143,30091.01083,0.591672779,30814.9597,905468932.7,0.999989153,4.813701639,1.88922178,52790.17349,4
26869.01429,64815.63401,0.863120569,65748.44482,4201066412,0.999994683,5.073044487,1.999224409,99938.46968,0
3297.761429,7296.738687,0.591672779,7517.417736,53242395.47,0.999956682,2.881495646,1.078126058,16786.10743,1
8888.742857,19429.77874,0.591672779,20064.77388,377516301.7,0.999983929,4.762466133,1.871984355,35621.57847,4
2230.545714,4668.168353,0.591672779,4863.53948,21791795.77,0.999935958,1.949504208,0.765152613,12441.26927,2
62693.81429,155706.7371,0.863120569,157199.204,24244587971,0.999997721,5.117314356,2.018746268,228301.4796,0
1767.371429,3707.912415,0.591672779,3861.104565,13748614.48,0.999919176,1.908882116,0.70953855,9949.827181,4
1619.747143,3368.699869,0.591672779,3514.335915,11348138.81,0.999911811,2.067346141,0.843237306,9627.836882,2
24791.95714,59429.66097,0.863120569,60348.74314,3531884603,0.999994238,5.064688071,1.995298092,91870.99231,0
1198.191429,2603.79611,0.591672779,2692.003078,6779754.184,0.999880787,2.055823271,0.743241945,7218.065416,4
22815.32857,54683.51412,0.863120569,55530.55121,2990286717,0.999993739,5.056760792,1.991773766,84951.9009,0
4492.167143,9368.340485,0.591672779,9767.67102,87765803.44,0.9999682,3.811534067,1.502039867,20398.60375,3
7926.485714,18055.19931,0.863120569,18499.98287,325990222.1,0.999981978,4.512076138,1.758623753,33568.50045,0
744.4542857,1711.526888,0.591672779,1750.731725,2929324.289,0.999808142,2.718870002,0.9778565,4799.144678,2
960.3214286,2263.852868,0.863120569,2305.450051,5125029.807,0.999851262,2.33777085,0.78214237,6171.677602,0
5382.348571,11105.49841,0.591672779,11605.29622,123332094.9,0.999973459,4.298755882,1.696465673,22978.74415,5
799.46,1765.017552,0.863120569,1819.17076,3115286.958,0.99982134,2.702327962,1.018093791,5046.018624,0
6967.595714,15009.78496,0.591672779,15545.29602,225293644.6,0.999979497,4.255522185,1.669673462,30350.47411,5
27865.42857,64888.96217,0.591672779,66223.47365,4210577412,0.999994873,5.012151256,1.974448024,106703.0274,2
660.71,1617.545912,0.591672779,1636.830238,2616454.776,0.999783829,3.587170819,1.306366005,4488.665262,2
6043.142857,12942.70673,0.863120569,13420.23512,167513657.5,0.999976361,3.971009988,1.564425831,27378.65928,0
4805.302857,9903.623387,0.591672779,10351.86033,98081756.19,0.999970272,4.040927281,1.595768057,21172.78909,3
15250.85714,36014.76496,0.863120569,36665.4767,1297063295,0.999990633,4.922651153,1.93305697,59679.99683,0
643.77,1578.699839,0.591672779,1597.088323,2492293.18,0.999778142,3.521547342,1.272659585,4372.142262,2
4843.482857,10183.541,0.591672779,10599.47658,103704507.3,0.999970506,3.811456592,1.496426427,22021.93745,3
673.494,1611.847601,0.591672779,1637.222182,2598052.689,0.999787932,3.586223715,1.323623118,4518.848862,2
1070.881429,2250.215891,0.591672779,2342.414462,5063471.558,0.999866616,2.585918294,1.016088108,6556.792669,4
17669.11429,42541.79774,0.863120569,43167.7964,1809804555,0.999991915,4.91626251,1.928362251,69434.8362,0
21539.55429,51412.58081,0.863120569,52245.557,2643253465,0.999993368,5.039798547,1.98451867,81050.85238,0
6657.335714,14488.91439,0.591672779,14975.27807,209928640.1,0.999978542,4.280730371,1.675605148,28941.98606,3
1246.182857,2555.299063,0.591672779,2673.898219,6529553.3,0.999885377,2.08993911,0.811304718,7307.330294,2
6380.167143,13844.17069,0.591672779,14317.38255,191661062.2,0.99997761,4.324858406,1.690937525,27420.89224,5
9095.685714,21153.1654,0.863120569,21593.18321,447456406.5,0.999984294,4.604517675,1.793245515,38019.07964,0
1753.664286,3661.465714,0.591672779,3816.605747,13406331.17,0.999918545,2.031083478,0.785734248,9587.704262,4
11611.05714,25423.17711,0.591672779,26245.39182,646337934.4,0.999987697,4.695016416,1.848435733,47717.44227,4
43078.07286,104161.6645,0.591672779,105619.233,10849652346,0.999996684,5.075419652,2.000477541,160823.4758,5
1497.178571,3301.961732,0.591672779,3403.958062,10902951.28,0.999904592,2.055722102,0.766964264,9145.361882,2
21563.1,51744.11119,0.591672779,52535.00768,2677453042,0.999993375,4.964029415,1.950334598,83562.92736,2
8248.157143,18685.73083,0.591672779,19165.31053,349156536.6,0.99998268,4.588278802,1.790741669,34307.0485,3
8384.142857,17248.40907,0.591672779,18036.08547,297507615.6,0.999982961,4.290011317,1.699903253,36084.42645,2
77455.97143,192942.3182,0.591672779,194699.9235,37226738156,0.999998156,5.13235505,2.025553195,277038.1974,4
2801.624286,5599.592365,0.591672779,5892.807946,31355434.66,0.999949012,2.205126342,0.917985283,14726.00477,3
5083.435714,11411.77369,0.863120569,11724.58165,130228578.8,0.999971898,4.274171978,1.657576201,22166.83187,0
29764.12857,71079.44934,0.591672779,72224.89891,5052288119,0.9999952,5.062668377,1.994856595,111071.1339,4
4886.44,10378.75324,0.591672779,10779.95616,107718518.8,0.999970765,3.921483842,1.535969855,22013.33248,4
2792.808571,5663.359207,0.863120569,5940.662338,32073637.51,0.999948851,2.947117058,1.177626378,13659.98805,0
2238.954286,5352.70515,0.863120569,5437.950357,28651452.43,0.999936199,2.522500668,0.814911792,12173.62932,0
7926.347143,17840.44493,0.591672779,18320.4714,318281475.3,0.999981977,4.286740296,1.667977228,34748.58919,5
5052.86,10507.24761,0.591672779,10961.83818,110402252.4,0.999971728,3.973524486,1.565970823,22500.05674,3
37761.31429,92262.01141,0.863120569,93392.48248,8512278749,0.999996217,5.10965115,2.015466451,137772.7534,0
1377.055714,3172.784311,0.591672779,3244.189064,10066560.28,0.99989627,2.035374937,0.68235684,8545.326882,2
4918.04,10264.72692,0.591672779,10700.45082,105364618.7,0.999970953,4.120774019,1.623684374,21556.54909,3
20205.68571,48098.71199,0.863120569,48900.48892,2313486095,0.99999293,4.956192585,1.946792149,78099.94842,0
9571.071429,23342.66586,0.863120569,23635.68173,544880049.5,0.999985074,4.084174401,1.547193192,44084.13891,0
4020.532857,8600.920383,0.863120569,8920.344162,73975831.44,0.999964469,3.677080602,1.430369181,18619.68339,0
1531.58,3348.973684,0.591672779,3458.197497,11215624.74,0.999906734,2.386761024,0.925740836,9545.396547,4
7592.557143,16381.01508,0.591672779,16960.26617,268337655.2,0.999981185,4.459898029,1.753049067,32173.33752,4
6580.242857,14350.93695,0.591672779,14826.58577,205949391.2,0.99997829,4.448010003,1.740771835,27811.49137,5
946.6728571,2023.66841,0.591672779,2099.140283,4095233.832,0.999849118,2.285328154,0.858760051,5754.607502,4
6242.357143,14005.41219,0.591672779,14390.86308,196151570.5,0.999977115,4.275225904,1.658763596,27224.37224,5
78106.37143,193601.9345,0.591672779,195519.2687,37481709037,0.999998171,5.133346013,2.026055348,279310.6774,4
4354.471429,9325.668474,0.863120569,9669.824233,86968092.49,0.999967194,3.682462662,1.436078158,20202.87873,0
1170.464857,2263.869085,0.591672779,2400.611091,5125103.233,0.999877963,2.375838363,1.031594991,6839.509804,3
14521.74286,33721.52585,0.591672779,34432.15885,1137141305,0.999990163,4.897782141,1.923812966,57138.19533,3
21604.45714,51509.21926,0.863120569,52353.83188,2653199669,0.999993388,4.96408314,1.951067938,83777.65113,0
12799.24286,30659.16168,0.863120569,31137.1379,939984195,0.999988839,4.870672629,1.90678149,50559.67466,0
12323.25714,27550.70432,0.591672779,28327.89266,759041308.4,0.999988408,4.845574098,1.90429684,48669.7665,2
71208.25714,177025.3704,0.591672779,178694.5526,31337981769,0.999997994,5.121282037,2.020535197,258257.612,2
287.9594714,989.9197481,0.591672779,960.6613233,979941.1077,0.999504144,4.773477763,1.8200748,2395.158661,1
2536.915714,5400.746873,0.591672779,5606.883398,29168066.78,0.999943692,2.115252962,0.8061081,13847.65242,4
5095.958571,10868.02093,0.591672779,11278.70833,118113879,0.999971967,3.672383902,1.433139699,23624.96132,3
