Mean,Standard_Deviation, Entropy,RMS,Variance,Smoothness,Kurtosis,Skewness,IDM,ACTIVITY
14126.68571,32502.91104,0.591672779,33242.78246,1056439226,0.999989888,4.979516356,1.960364774,54320.51457,3
24906.81429,60104.3985,0.591672779,60965.65556,3612538719,0.999994264,4.976716271,1.95579427,96263.55471,4
2345.454286,4749.630097,0.591672779,4983.716442,22558986.06,0.999939096,1.922002405,0.796996536,12969.58527,2
1673.737143,3334.752495,0.591672779,3511.882226,11120574.2,0.999914655,2.050539518,0.830190903,8901.400235,4
6094.155714,13109.42845,0.591672779,13581.04678,171857114.2,0.999976559,4.319674972,1.6984858,26374.49743,4
593.2614286,1463.649721,0.591672779,1479.253523,2142270.506,0.999759258,3.316984814,1.165072524,4024.434235,1
890.9028571,2451.30415,0.863120569,2438.0703,6008892.037,0.999839675,3.792118982,1.332637066,6497.502946,0
43611.13571,105910.406,0.591672779,107315.0254,11217014107,0.999996724,5.083146275,2.00381711,162251.9838,5
77996.68571,193572.6839,0.591672779,195450.6458,37470383952,0.999998168,5.132591671,2.025697291,279083.1774,4
4212.284286,8639.235876,0.591672779,9039.767312,74636396.52,0.999966087,3.590638611,1.421753702,19457.19898,4
56972.1,141099.1257,0.863120569,142515.4232,19908963278,0.999997493,5.109979864,2.015368952,207825.3697,0
5117.711429,10375.26872,0.591672779,10883.89372,107646200.9,0.999972087,4.153068814,1.645158899,22165.12612,4
5472.477143,11666.20758,0.591672779,12108.07546,136100399.3,0.999973896,4.170643598,1.631153342,23860.66427,5
1010.964286,2119.275026,0.591672779,2207.205775,4491326.635,0.999858712,2.382253451,0.923393639,6118.448475,3
8737.585714,12445.50431,0,14460.59322,154890577.6,0.999983651,3.243149377,1.229796471,31337.70348,3
42821.6,106428.9916,0.591672779,107436.7638,11327130244,0.999996664,5.054822174,1.99019297,161856.5267,4
1166.981429,2361.231332,0.591672779,2478.057995,5575413.403,0.999877599,2.572408727,1.044600714,7000.895475,3
15342.09143,35515.12921,0.591672779,36283.81143,1261324403,0.999990689,4.904426033,1.926712427,60144.07033,5
2802.418571,5394.800025,0.591672779,5727.10414,29103867.31,0.999949026,3.111983867,1.273905781,13244.34122,3
8248.434286,18216.9367,0.591672779,18774.59292,331856782.8,0.999982681,4.216826614,1.646314405,36373.70416,4
63306.68571,155006.4201,0.591672779,156851.202,24026990283,0.999997743,5.124837525,2.022330094,228662.7738,3
42390.34286,104071.4455,0.863120569,105264.1459,10830865773,0.99999663,5.106493231,2.013902569,154708.181,0
1847.762857,3553.676548,0.591672779,3773.427678,12628617.01,0.999922692,1.956049739,0.842573865,9845.963208,3
2277.062857,4575.388937,0.591672779,4809.220465,20934183.93,0.999937266,2.955195827,1.17632406,11047.41472,4
11747.77714,26973.85832,0.591672779,27598.1523,727589032.9,0.99998784,4.780190501,1.873893487,47454.8149,5
1963.33,3786.502416,0.863120569,4017.964234,14337600.55,0.999927243,2.203585563,0.948161951,10155.07057,0
785.2185714,1784.424523,0.591672779,1829.168535,3184170.879,0.9998181,2.850870566,1.051011608,5054.182678,2
4877.84,9361.886789,0.591672779,9945.729931,87644924.26,0.999970714,3.714168132,1.500306346,21839.31061,5
1798.27,3483.645457,0.591672779,3692.678837,12135785.67,0.999920565,2.06353827,0.872431819,9441.514208,3
8635.671429,18161.77321,0.591672779,18902.47068,329850006.1,0.999983458,4.372961159,1.724379287,36836.64104,3
5418.26,12180.97219,0.863120569,12511.47639,148376083.4,0.999973635,4.341477077,1.684384974,23354.73674,0
9199.785714,20997.41398,0.863120569,21506.81208,440891393.7,0.999984472,4.599094343,1.797964637,38553.24661,0
25472.98429,60745.35203,0.591672779,61739.19485,3689997794,0.999994392,5.022030995,1.976651619,96546.26958,3
27803.95714,65562.33864,0.863120569,66763.91425,4298420248,0.999994862,4.995287466,1.966734729,107465.2484,0
2805.071429,5284.670239,0.591672779,5639.724123,27927739.54,0.999949074,1.883210079,0.860922091,15257.4398,2
14668.42857,34478.40351,0.863120569,35129.76237,1188760308,0.999990261,4.798055292,1.879265612,59403.63439,0
928.9328571,2006.133851,0.863120569,2076.668071,4024573.028,0.999846237,2.580047598,1.004412136,5784.985204,0
18305.11429,43232.39078,0.591672779,44012.62504,1869039613,0.999992196,5.030762542,1.980956469,69042.15846,3
4838.552857,10215.82727,0.591672779,10623.82711,104363126.9,0.999970476,3.860834952,1.514161904,21906.12848,4
2191.817143,4693.18256,0.863120569,4866.565406,22025962.54,0.999934827,2.443238449,0.938245,11542.97475,0
1362.715714,2416.74397,0.591672779,2619.783724,5840651.417,0.999895178,2.063257847,0.962439253,7448.939267,1
9547.328571,22544.80441,0.863120569,22952.34073,508268206.1,0.999985037,4.599646273,1.787688725,40064.47421,0
15747.44429,36808.79334,0.591672779,37540.83037,1354887267,0.999990928,4.93337202,1.938846651,61430.71183,4
6533.754286,14380.12855,0.591672779,14830.26923,206788097.1,0.999978136,4.450730392,1.739579082,27659.74537,5
9633.028571,22135.82009,0.863120569,22644.87915,489994531.1,0.99998517,4.40801883,1.715281506,41792.19186,0
5151.762857,10693.39483,0.591672779,11160.36854,114348692.9,0.999972271,3.982048863,1.570502398,22914.94176,4
13912.4,31009.49036,0.591672779,31902.56387,961588492.3,0.999989732,4.993735588,1.967537694,52856.26457,3
1249.752857,2581.826845,0.591672779,2697.304331,6665829.856,0.999885705,2.149062785,0.825808253,7388.799294,2
1497.62,3623.986929,0.591672779,3674.2297,13133281.26,0.99990462,2.622163917,0.888045433,9904.313067,4
1286.552857,2627.987768,0.591672779,2752.257412,6906319.71,0.999888974,2.199533747,0.86257137,7593.912294,2
18083.07143,42325.78822,0.591672779,43157.21492,1791472349,0.9999921,5.026397916,1.979391285,68229.95846,3
2919.742857,5944.298672,0.591672779,6229.909523,35334686.7,0.999951074,2.341575817,0.950573583,15222.22348,5
25172.77143,60529.87444,0.591672779,61433.90542,3663865699,0.999994325,4.980680931,1.957887629,97170.65471,4
5504.881429,11613.02891,0.863120569,12078.91126,134862440.5,0.99997405,4.064183982,1.591989904,24259.91913,0
783.8228571,1770.219568,0.591672779,1816.696838,3133677.319,0.999817776,2.887218659,1.072279462,5033.043678,2
4550.057143,10388.92374,0.863120569,10640.21723,107929736.6,0.999968604,3.545683281,1.342662522,21906.18824,0
22027.52857,52753.38667,0.863120569,53577.71783,2782919806,0.999993515,4.979028623,1.957419225,85033.32896,0
5601.957143,12244.02123,0.863120569,12644.42171,149916055.8,0.999974499,3.776776839,1.467227471,25942.85566,0
5959.79,13226.39599,0.591672779,13618.57442,174937551,0.99997603,4.224548176,1.642995533,26169.99586,4
19434.32857,44268.90212,0.863120569,45359.30533,1959735695,0.999992649,4.960464332,1.952775861,75066.24751,0
1587.744286,2908.39937,0.591672779,3125.911176,8458786.893,0.999910033,2.027843968,0.931652135,8800.307443,5
2559.527143,5626.513902,0.863120569,5803.991318,31657658.69,0.999944189,2.380681537,0.869026206,13685.64294,0
15826.50571,36906.24399,0.591672779,37655.91028,1362070846,0.999990974,4.923772301,1.934865838,61902.57485,5
6591.148571,14172.47992,0.863120569,14683.60504,200859187.2,0.999978326,4.403329668,1.73026089,28114.82371,0
7984.371429,16865.88214,0.591672779,17537.71117,284457980.3,0.999982108,4.507252681,1.779625589,33609.5304,3
2125.708571,4688.605623,0.863120569,4833.345405,21983022.69,0.9999328,1.902959754,0.684895134,12560.87991,0
18236.37143,42634.84405,0.591672779,43481.25419,1817729927,0.999992166,5.046553484,1.988278453,68223.35846,3
22388,53204.98239,0.863120569,54107.2727,2830770151,0.999993619,4.997388053,1.966208876,85877.83982,0
5164.577143,11059.77085,0.591672779,11468.09977,122318531.2,0.99997234,4.108235825,1.605773387,22754.32301,5
15865.87714,36857.12994,0.591672779,37631.2381,1358448028,0.999990996,4.927909106,1.937052953,61964.18783,4
72022.11429,176906.4057,0.591672779,178919.5961,31295876394,0.999998016,5.126243373,2.022955535,260280.412,2
63228.37143,154152.8586,0.591672779,156096.7702,23763103815,0.999997741,5.127614016,2.023623979,227767.7738,3
4843.107143,10379.90682,0.591672779,10761.33689,107742465.6,0.999970504,3.578992838,1.389521093,22677.87634,4
14137.61429,33621.02141,0.591672779,34187.18108,1130373081,0.999989895,4.90254407,1.923313421,55658.99533,3
4882.06,10068.04855,0.591672779,10522.32442,101365601.6,0.999970739,4.100560684,1.61920543,21370.03909,3
30826.07143,73533.22049,0.591672779,74732.41203,5407134516,0.999995366,5.043096692,1.986327244,116249.7609,5
5455.585714,11020.45228,0.591672779,11569.94949,121450368.5,0.999973815,3.894934983,1.546448155,24293.5469,5
2652.748571,5193.645756,0.591672779,5491.594386,26973956.24,0.99994615,3.192332706,1.29206074,12509.32819,2
22464.85714,52702.16499,0.591672779,53715.91652,2777518194,0.999993641,5.051093742,1.990240694,84012.67972,3
38052,93265.57983,0.591672779,94359.86829,8698468381,0.999996246,5.062693824,1.994202981,142910.1232,3
10311.29429,23060.80692,0.591672779,23709.74611,531800816,0.999986146,4.431652199,1.731453876,44210.54887,3
7812.134286,17338.77886,0.591672779,17852.59328,300633252.2,0.999981714,4.212470174,1.641300297,34464.37119,5
2811.661429,6678.221616,0.863120569,6792.116687,44598643.96,0.999949194,2.566472818,0.870845745,15256.01869,0
9392.4,19195.98961,0.591672779,20101.30183,368486017.3,0.99998479,4.39034843,1.734931108,39545.46502,3
2600.985714,4679.896613,0.591672779,5053.492154,21901432.31,0.999945079,1.963422298,0.921888044,13502.41523,5
27107.7,64906.98433,0.591672779,65923.43121,4212916614,0.99999473,5.047713634,1.988102726,101903.6485,3
14169.67143,31201.69657,0.591672779,32175.26187,973545869.1,0.999989918,4.82810956,1.902603905,56907.16401,2
19008.84286,47354.77925,0.863120569,47785.53794,2242475118,0.999992485,4.920766173,1.926828657,74784.01584,0
60521.67143,149482.6334,0.591672779,151048.9301,22345057675,0.99999764,5.131201907,2.025101922,216807.5009,4
2023.172857,4611.547066,0.591672779,4724.567961,21266366.34,0.999929395,2.553092211,0.890972925,10749.25285,3
55035.37143,137922.8346,0.863120569,139047.0088,19022708305,0.999997404,5.111446766,2.015797764,200187.9109,0
23419.34286,54192.55782,0.591672779,55369.22724,2936833323,0.9999939,5.020817992,1.97773804,88709.60675,4
18062.01429,41433.86532,0.591672779,42399.87482,1716765195,0.999992091,4.933386995,1.940545911,70332.1761,3
13302.55714,30397.77938,0.863120569,31128.43471,924024991,0.999989261,4.783356885,1.877282925,53884.19186,0
2641.474286,5053.821198,0.591672779,5373.059212,25541108.7,0.999945921,1.891472834,0.845632755,14361.48683,3
10068.54286,22936.40733,0.591672779,23501.06859,526078781.1,0.999985812,4.644107586,1.816772432,41761.08357,3
4093.698571,8415.593427,0.591672779,8801.313639,70822212.74,0.999965104,3.274065833,1.29546769,19512.00665,4
40160.45714,98744.16165,0.591672779,99851.6707,9750409460,0.999996443,5.038912529,1.983285989,152494.8996,3
5265.54,10480.24568,0.591672779,11039.50489,109835549.5,0.99997287,4.002551195,1.59281426,23077.28743,4
2745.354286,5174.538195,0.591672779,5521.566344,26775845.53,0.999947967,2.522888039,1.075690352,13587.60063,3
62463.02857,153641.5804,0.591672779,155354.8109,23605735226,0.999997713,5.124623172,2.02217031,225523.8738,3
664.6615714,1623.346333,0.591672779,1643.33915,2635253.317,0.999785114,3.597580845,1.313345915,4510.450462,2
14990.15714,33921.50564,0.591672779,34799.31228,1150668545,0.99999047,4.900536239,1.92751375,58759.57236,4
7936.924286,17839.76417,0.591672779,18324.482,318257185.6,0.999982001,4.292488029,1.67092722,34756.92016,4
897.7328571,1781.380722,0.863120569,1877.740802,3173317.276,0.999840894,2.693220747,1.10472015,5348.913258,0
2791.622857,5281.457921,0.591672779,5630.464253,27893797.78,0.999948829,2.593650993,1.099440093,13750.40166,4
7046.732857,15954.96543,0.863120569,16366.16998,254560921.8,0.999979728,4.498200781,1.75482529,29902.0748,0
4968.617143,10509.54897,0.591672779,10925.15977,110450619.6,0.999971249,4.145736226,1.625585809,21722.08858,4
2276.182857,4576.301809,0.591672779,4809.548364,20942538.25,0.999937242,2.954499142,1.175597069,11046.20872,4
1253.727143,2535.410972,0.591672779,2661.167172,6428308.799,0.999886067,2.069577527,0.85153019,7322.866294,2
13827.44286,31932.13821,0.591672779,32637.30542,1019661451,0.999989669,4.753115169,1.862284516,56388.25052,5
8317.785714,18800.51365,0.591672779,19291.20745,353459313.4,0.999982825,4.58527618,1.790131762,34611.7485,3
7677.514286,15233.32137,0.591672779,16057.63752,232054079.8,0.999981393,4.144130604,1.650705986,33215.72645,2
2460.821429,5473.403699,0.863120569,5633.298743,29958148.06,0.999941951,2.680610992,0.949976806,12720.9405,0
5105.414286,9975.099258,0.591672779,10552.40268,99502605.21,0.999972019,3.666964288,1.479316901,23135.57656,3
1203.751429,3037.295896,0.863120569,3058.80744,9225166.359,0.999881337,2.265941083,0.659951027,7972.626968,0
78084.37143,193564.9322,0.591672779,195479.075,37467382988,0.99999817,5.131601832,2.02525518,279714.7174,4
1072.13,2216.578899,0.591672779,2315.339261,4913222.017,0.999866772,2.439408195,0.967433012,6465.808475,3
1817.728571,3498.798583,0.591672779,3714.421879,12241591.52,0.999921415,1.949868898,0.837568418,9697.872181,2
42880.35714,105155.0948,0.591672779,106379.804,11057593961,0.999996668,5.05787531,1.99217245,161806.3996,3
2955.84,6104.803211,0.591672779,6378.206916,37268622.24,0.999951672,3.06639019,1.198925827,14335.93113,3
1056.871429,2179.154103,0.591672779,2277.564995,4748712.605,0.999864848,2.459589312,0.975884063,6367.978475,3
4920.194286,9989.250038,0.591672779,10475.61032,99785116.31,0.999970966,4.073196415,1.613456535,21509.12909,3
2377.824286,4727.765528,0.591672779,4981.235355,22351766.88,0.999939925,1.974336586,0.830557506,12859.41299,3
2003.788571,4487.94053,0.591672779,4612.960649,20141610.2,0.999928712,2.078170116,0.722832011,11258.11239,2
11677.59714,26902.06991,0.591672779,27508.16013,723721365.3,0.999987767,4.782052074,1.874232272,47175.3829,5
1095.804286,2245.025561,0.591672779,2349.661005,5040139.771,0.99986965,2.596368806,1.038158899,6616.708475,3
6983.844286,15132.7183,0.591672779,15654.36291,228999163.3,0.999979545,4.303220445,1.687457993,30276.11509,4
9894.157143,22170.29837,0.591672779,22785.93927,491522129.8,0.999985562,4.468316452,1.74987167,42397.13199,3
13417.94286,30332.09504,0.591672779,31123.03756,920035989.4,0.999989353,4.864183357,1.912019128,53052.22349,4
2006.795714,3847.352155,0.591672779,4088.368779,14802118.61,0.999928818,1.881644419,0.81859714,10999.71921,5
22395.15714,52895.18077,0.591672779,53849.26361,2797900149,0.999993621,5.034075897,1.982504237,84441.37972,3
53623.61429,133039.0815,0.863120569,134336.9045,17699397208,0.999997336,5.090761919,2.006586798,198482.8308,0
13855.31429,31772.89141,0.591672779,32515.68393,1009516629,0.999989689,4.979371458,1.96038438,53214.46457,3
6578.654286,14485.82498,0.591672779,14937.8981,209839125.4,0.999978285,4.453884813,1.740938421,27845.80337,5
3908.548571,8367.97284,0.863120569,8677.352133,70022969.45,0.999963451,3.389506103,1.320664424,18723.8305,0
1292.014286,2667.105969,0.591672779,2786.8526,7113454.25,0.999889443,2.166238333,0.838999667,7651.245294,2
92837.58571,235668.9892,0.863120569,237116.8958,55539872451,0.999998461,5.148420574,2.032959786,334888.286,0
5385.262857,11766.88058,0.863120569,12152.39109,138459478.6,0.999973473,4.398139792,1.721408856,22998.20335,0
6381.647143,14314.88312,0.591672779,14709.43921,204915878.6,0.999977615,4.525088705,1.76558486,26775.82537,5
6768.228571,13891.73368,0.591672779,14533.42951,192980264.6,0.999978893,4.086237156,1.61925106,29751.12645,2
27868.55714,67847.801,0.863120569,68719.4503,4603324100,0.999994874,5.086214682,2.004790396,102678.2557,0
19222.05714,46039.45523,0.863120569,46758.04131,2119631438,0.999992568,4.944547895,1.941693965,74892.24932,0
8549.114286,17970.91223,0.591672779,18705.74245,322953686.4,0.99998329,4.604643485,1.818150953,35387.08446,5
11268.29571,25865.86026,0.591672779,26465.82103,669042726.9,0.999987322,4.807826329,1.884566772,45046.22121,1
4558.682857,9666.40049,0.591672779,10043.5261,93439298.43,0.999968664,3.932443953,1.536003167,20420.98345,3
6840.65,14810.24529,0.591672779,15323.28592,219343365.5,0.999979117,4.528176232,1.77805523,28613.36049,3
16504.27143,39223.31871,0.863120569,39888.32484,1538468731,0.999991344,4.988348245,1.961576676,63183.81946,0
7685.2,15950.26109,0.591672779,16647.18366,254410829,0.999981412,4.596103026,1.811852733,31438.71401,2
7412.891429,16079.91202,0.591672779,16630.60062,258563570.7,0.999980729,4.591540706,1.802361665,30626.03864,3
343.7253286,1076.810599,0.591672779,1054.52468,1159521.066,0.999584558,4.929368429,1.915243532,2695.186188,2
2177.867143,3898.219161,0.591672779,4215.251438,15196112.63,0.999934409,1.893632501,0.903838381,11500.5956,4
987.79,2655.527237,0.591672779,2649.556648,7051824.904,0.999855398,2.472567186,0.67637971,6851.211547,4
1297.955714,2772.629365,0.863120569,2876.44783,7687473.597,0.999889949,2.046522142,0.748905671,7736.543846,0
18832.14286,43096.46722,0.591672779,44120.58177,1857305486,0.999992414,4.974005226,1.95846383,72568.126,2
6610.957143,14253.11259,0.591672779,14759.21306,203151218.5,0.999978391,4.319488883,1.690182308,28371.81259,4
80953.25714,202715.1769,0.863120569,204392.7126,41093442965,0.999998235,5.13286006,2.02575219,290147.6045,0
14874.47143,34044.57734,0.591672779,34852.64651,1159033247,0.999990396,4.895837988,1.924521413,58483.69533,3
2077.605714,4580.911133,0.863120569,4722.644528,20984746.81,0.999931244,2.056469674,0.737473502,11639.51821,0
22322.07143,52092.10375,0.591672779,53143.26694,2713587273,0.9999936,5.038905834,1.985085627,83863.57972,3
1360.438571,2430.514131,0.591672779,2629.501457,5907398.939,0.999895003,1.968410509,0.924046928,7390.772475,4
1996.872857,4455.3441,0.591672779,4582.779175,19850091.05,0.999928465,2.094538098,0.733925914,11167.74745,4
13844.94286,31778.87917,0.591672779,32516.28178,1009897161,0.999989682,4.996162776,1.967498143,52865.21457,3
40805.72857,100417.4929,0.863120569,101529.5803,10083672884,0.999996499,5.090410565,2.006594722,150793.8326,0
12323.48571,27954.60464,0.863120569,28665.15462,781459920.7,0.999988408,4.710301298,1.84641396,50493.44842,0
1727.717143,3497.379134,0.591672779,3670.052754,12231660.81,0.999917321,2.088012873,0.841847765,9235.903624,2
27647.11429,67129.11698,0.863120569,68021.4783,4506318346,0.999994833,5.028063146,1.978472842,104773.5964,0
5141.63,11051.78856,0.591672779,11451.1802,122142030.4,0.999972216,4.135051335,1.615274332,22597.48198,4
2724.222857,5300.144645,0.591672779,5612.472473,28091533.26,0.999947563,1.905986025,0.837471063,14852.77683,3
35548.95714,86482.32121,0.863120569,87604.01961,7479191881,0.999995981,5.087755889,2.005647936,131386.9778,0
2395.528571,5364.387615,0.863120569,5514.005893,28776654.49,0.999940369,2.101288546,0.732228115,13413.10498,0
13063.88571,29978.15685,0.591672779,30675.24618,898689888,0.999989065,4.829436458,1.895333542,52187.39647,3
1297.385714,3119.999438,0.591672779,3166.540401,9734396.49,0.999889901,2.554631567,0.853540679,8515.855208,4
38445.1,93642.08803,0.591672779,94837.62356,8768840650,0.999996284,5.071160646,1.998157984,143480.8267,4
3261.61,6743.101616,0.591672779,7043.570675,45469419.41,0.999956202,3.145664127,1.244782804,15794.82859,4
4593.232857,10767.93507,0.863120569,10976.43626,115948425.7,0.999968899,3.991732052,1.507788881,20930.99833,0
8624.532857,20175.13079,0.863120569,20573.53842,407035902.2,0.999983436,4.448382905,1.724786644,37189.04641,0
7165.985714,16078.18936,0.863120569,16520.58671,258508173,0.999980065,4.095354236,1.58693585,32168.70905,0
40813.2,100819.5039,0.863120569,101873.4896,10164572361,0.9999965,5.093557362,2.007821809,150079.5326,0
1537.65,3212.603919,0.591672779,3348.251491,10320823.94,0.999907102,2.068568529,0.836509084,9158.001882,2
6705.6,14515.55673,0.591672779,15018.86348,210701387.1,0.999978696,4.408884827,1.727083855,28481.43434,4
6622.185714,13108.67075,0.591672779,13825.42636,171837248.8,0.999978428,4.026077095,1.605271954,28956.52645,2
29623.01429,68486.53022,0.591672779,69984.78381,4690404821,0.999995178,5.027840769,1.981069742,112200.6755,4
62195.02857,152300.8777,0.591672779,154110.7649,23195557341,0.999997703,5.123636037,2.021774335,224697.6009,4
5222.72,11075.59825,0.591672779,11507.45652,122668876.6,0.999972648,4.044119277,1.583860523,23137.86598,4
1188.525714,2661.16398,0.591672779,2735.452848,7081793.726,0.999879818,2.04729905,0.719895694,7278.186882,2
18617.74286,43054.16076,0.591672779,43994.00445,1853660759,0.999992327,4.946814894,1.946174753,72477.45303,3
6800.214286,15136.58101,0.863120569,15576.52496,229116084.8,0.999978993,4.568160221,1.786080743,28291.53167,0
2065.467143,4508.920898,0.863120569,4657.48687,20330367.67,0.99993084,2.080280763,0.760372213,11463.51299,0
289.3651,961.6290748,0.591672779,936.1400988,924730.4774,0.999506552,4.713083622,1.782314859,2331.574442,4
1691.965714,3329.073201,0.591672779,3515.996224,11082728.38,0.999915574,2.065214298,0.849941921,8929.783235,4
27536.01429,65638.25342,0.591672779,66716.78569,4308380312,0.999994812,5.049113154,1.988947358,103474.0485,3
11241.57,26202.51071,0.591672779,26736.91851,686571567.7,0.999987292,4.844296742,1.898583028,44636.93224,2
47195.07143,116250.9598,0.863120569,117520.416,13514285646,0.999996973,5.083544574,2.003605006,175768.9837,0
13845.91429,32088.55013,0.591672779,32776.33226,1029675049,0.999989682,4.960924387,1.951848551,53595.46457,3
4804.451429,9042.767421,0.591672779,9652.602392,81771642.64,0.999970267,3.737802823,1.512539417,21295.91358,4
70082.77143,174817.9375,0.591672779,176371.7792,30561311274,0.999997962,5.127944916,2.023531756,252446.739,3
7014.914286,15077.3756,0.863120569,15622.45036,227327254.9,0.999979636,4.124396589,1.617443175,31054.31312,0
35281.18571,87376.22612,0.863120569,88253.66346,7634604891,0.999995951,5.060686279,1.992852453,132616.829,0
4461.377143,10416.47848,0.863120569,10625.74599,108503023.9,0.99996798,3.667878722,1.36961461,21202.96624,0
9210.542857,19908.90806,0.591672779,20605.22271,396364620.3,0.99998449,4.596825686,1.808114776,38206.11524,3
12206.45714,28049.92845,0.591672779,28694.88279,786798486,0.999988297,4.85506625,1.905399617,48300.4165,2
2852.717143,5831.687004,0.591672779,6106.406537,34008573.31,0.999949925,2.485454221,1.000900735,14671.46542,3
62399.12857,153614.1695,0.591672779,155305.8904,23597313085,0.999997711,5.125216694,2.022429403,225167.1468,2
2592.745714,5092.508532,0.863120569,5380.628896,25933643.15,0.999944904,2.573288901,1.056529568,12961.62633,0
2738.604286,5357.480502,0.591672779,5665.878548,28702597.33,0.999947839,3.245598713,1.313985789,12856.53219,2
25829.19714,61099.72414,0.591672779,62185.31029,3733176290,0.999994469,5.014857878,1.973948913,98167.52055,2
8559.114286,17463.42632,0.591672779,18293.77964,304971258.9,0.99998331,4.503962396,1.779518158,35463.91806,4
36029.82857,88046.14,0.863120569,89122.52917,7752122769,0.999996035,5.107630503,2.014420009,130856.314,0
65732.37143,164461.2949,0.863120569,165844.2978,27047517521,0.999997827,5.116303109,2.018720923,244322.81,0
9951.528571,22949.20804,0.863120569,23461.90635,526666149.9,0.999985645,4.729351672,1.851398448,40704.02398,0
12975.78571,27417.72678,0.591672779,28508.11302,751731742,0.999988991,4.88650331,1.92477041,50091.8165,2
3445.295714,6896.993343,0.591672779,7255.554926,47568517.17,0.999958537,2.718781717,1.097385627,17124.35483,4
7330.814286,16420.24756,0.863120569,16877.42807,269624530,0.999980513,4.503125493,1.757306091,30895.33032,0
18843.88571,43061.57203,0.591672779,44096.38488,1854298986,0.999992419,5.038742448,1.985685524,70585.63143,2
1357.544286,2660.316027,0.591672779,2812.324245,7077281.364,0.999894779,2.196106705,0.928275284,7872.333325,4
30831.31429,75318.60733,0.591672779,76243.35591,5672892611,0.999995367,5.062131384,1.99387621,115395.3339,4
14886.54286,33966.92688,0.591672779,34792.80886,1153752122,0.999990404,4.929062012,1.938955317,57949.39533,3
6629.128571,15407.87153,0.863120569,15730.00976,237402505.2,0.999978451,4.161439839,1.598554919,29715.35747,0
72732.61429,179671.694,0.591672779,181549.5753,32281917632,0.999998036,5.124150051,2.021944137,263440.0931,5
11194.28571,25243.4542,0.863120569,25913.52683,637231979.9,0.999987239,4.778879781,1.876326046,45161.0009,0
8770.222857,19481.56513,0.591672779,20055.65806,379531380,0.999983711,4.779879786,1.877191312,35114.16144,3
2181.577143,4463.228851,0.591672779,4672.677765,19920411.77,0.999934521,2.071658193,0.829936741,11751.02396,2
22560.68,53868.89738,0.863120569,54738.38899,2901858105,0.999993668,5.057749674,1.993001789,84788.64024,0
2671.928571,5450.299913,0.591672779,5709.753946,29705769.14,0.999946537,2.30489716,0.933511091,14000.0558,4
14050.17143,32831.49767,0.863120569,33486.23311,1077907239,0.999989832,4.773084203,1.868345712,57031.18054,0
7821.285714,17479.42793,0.863120569,17973.75061,305530400.9,0.999981735,4.478715397,1.750301107,33217.30226,0
8970.385714,19719.11013,0.591672779,20341.14256,388843304.4,0.999984075,4.591125565,1.79991008,37179.9985,3
22363.86571,53395.84197,0.591672779,54258.2358,2851115940,0.999993612,5.042150087,1.98543379,83927.51227,3
6642.974286,14585.05433,0.591672779,15048.71428,212723809.8,0.999978495,4.305305246,1.683169898,28849.82303,2
1474.298571,2729.467518,0.591672779,2925.622072,7449992.933,0.999903111,2.066751038,0.932181045,8236.114335,1
6046.357143,13444.16804,0.863120569,13837.74842,180745654.4,0.999976374,4.170741633,1.620813348,26787.82036,0
1521.714286,3570.0156,0.591672779,3638.668691,12745011.38,0.99990613,2.46941655,0.858595816,9840.669094,5
659.8897143,1594.851325,0.591672779,1617.294281,2543550.749,0.99978356,3.568172893,1.306914744,4449.618862,2
6764.352857,14800.39969,0.591672779,15281.20355,219051831,0.999978881,4.3734705,1.70906101,28938.13659,4
112579.7714,284728.1616,0.863120569,286640.6886,81070126005,0.999998731,5.145288292,2.031462557,402920.1615,0
887.6064286,1990.646837,0.591672779,2045.58637,3962674.829,0.999839079,4.009414626,1.558891006,5781.738289,3
758.22,1960.5508,0.863120569,1967.116803,3843759.439,0.999811624,4.401817398,1.67801287,5362.268507,0
9612.028571,20566.66855,0.591672779,21329.60646,422987855.1,0.999985138,4.616473037,1.818156331,39680.94227,4
71187.07143,176443.5628,0.591672779,178192.1832,31132330869,0.999997993,5.120841992,2.020377784,258292.339,3
714.2142857,1442.376266,0.591672779,1514.379179,2080449.293,0.99980002,2.732516462,1.108255305,4301.268855,5
8375.59,18434.55552,0.591672779,19011.46488,339832837.4,0.999982944,4.214206798,1.646754518,36926.71919,5
3962.488571,8594.069996,0.863120569,8888.656048,73858039.1,0.999963949,3.547833801,1.371245015,18700.67113,0
2337.9,4170.271297,0.591672779,4513.58918,17391162.69,0.999938899,2.007986117,0.942678412,12000.27926,4
10413.14286,22902.21793,0.591672779,23622.33908,524511586.2,0.999986281,4.47467661,1.757676214,44425.53199,3
31381.9,73500.34166,0.591672779,74935.75046,5402300224,0.999995448,5.052883193,1.991565946,118024.6755,4
25665.57143,62203.67787,0.863120569,63049.68125,3869297540,0.999994434,5.060818246,1.993197595,95414.21312,0
2528.287143,5319.863517,0.591672779,5536.261479,28300947.84,0.9999435,2.080575172,0.804819183,13792.09642,4
4768.915714,10026.4725,0.591672779,10436.05566,100530150.8,0.999970045,3.805399339,1.493071136,21684.53848,4
10283.56,23193.62209,0.591672779,23808.53952,537944105.8,0.999986108,4.741835923,1.860354854,41793.90954,5
1431.974286,2863.945308,0.591672779,3013.468548,8202182.727,0.999900248,1.953151435,0.818771142,8210.564335,1
